4,9
0,1.6019
0.017453,1.5886
0.034907,1.5606
0.05236,1.5528
0.069813,1.5428
0.087266,1.5284
0.10472,1.5318
0.12217,1.5236
0.13963,1.529
0.15708,1.5261
0.17453,1.5215
0.19199,1.5353
0.20944,1.5397
0.22689,1.5462
0.24435,1.5562
0.2618,1.5625
0.27925,1.5726
0.29671,1.6021
0.31416,1.626
0.33161,1.6547
0.34907,1.6796
0.36652,1.7282
0.38397,1.8031
0.40143,2.563
0.41888,2.4629
0.43633,2.3618
0.45379,2.2853
0.47124,2.2047
0.48869,2.1337
0.50615,2.0503
0.5236,1.9955
0.54105,1.9493
0.55851,1.8927
0.57596,1.8277
0.59341,1.7846
0.61087,1.7316
0.62832,1.7023
0.64577,1.661
0.66323,1.6208
0.68068,1.5846
0.69813,1.5514
0.71558,1.5154
0.73304,1.4874
0.75049,1.4687
0.76794,1.4407
0.7854,1.4198
0.80285,1.3928
0.8203,1.3667
0.83776,1.344
0.85521,1.3182
0.87266,1.3022
0.89012,1.2859
0.90757,1.2672
0.92502,1.243
0.94248,1.2318
0.95993,1.2153
0.97738,1.2079
0.99484,1.192
1.0123,1.1764
1.0297,1.1614
1.0472,1.1496
1.0647,1.132
1.0821,1.1394
1.0996,1.1175
1.117,1.1002
1.1345,1.1015
1.1519,1.0975
1.1694,1.082
1.1868,1.0772
1.2043,1.0716
1.2217,1.0646
1.2392,1.0633
1.2566,1.044
1.2741,1.0519
1.2915,1.0476
1.309,1.038
1.3265,1.026
1.3439,1.0202
1.3614,1.0199
1.3788,1.0166
1.3963,1.0169
1.4137,1.0171
1.4312,1.0146
1.4486,1.0126
1.4661,1.0053
1.4835,1.0031
1.501,1.0032
1.5184,1.0036
1.5359,0.99559
1.5533,1.0035
1.5708,0.99973
1.5882,0.99127
1.6057,0.99755
1.6232,1.0018
1.6406,1.0046
1.6581,1.0069
1.6755,1.0073
1.693,1.0113
1.7104,1.011
1.7279,1.0104
1.7453,1.0207
1.7628,1.019
1.7802,1.0219
1.7977,1.0205
1.8151,1.0346
1.8326,1.0314
1.85,1.0446
1.8675,1.0393
1.885,1.0526
1.9024,1.0556
1.9199,1.0637
1.9373,1.0642
1.9548,1.0757
1.9722,1.0912
1.9897,1.1062
2.0071,1.1069
2.0246,1.1033
2.042,1.12
2.0595,1.1347
2.0769,1.1399
2.0944,1.165
2.1118,1.1663
2.1293,1.1856
2.1468,1.1938
2.1642,1.2066
2.1817,1.2299
2.1991,1.2301
2.2166,1.2496
2.234,1.2612
2.2515,1.2881
2.2689,1.3076
2.2864,1.3277
2.3038,1.3509
2.3213,1.3609
2.3387,1.3973
2.3562,1.405
2.3736,1.4423
2.3911,1.4566
2.4086,1.4985
2.426,1.5255
2.4435,1.5617
2.4609,1.5924
2.4784,1.6307
2.4958,1.6587
2.5133,1.6934
2.5307,1.7334
2.5482,1.7984
2.5656,1.8417
2.5831,1.8909
2.6005,1.9442
2.618,1.9951
2.6354,2.0634
2.6529,2.1287
2.6704,2.205
2.6878,1.1098
2.7053,1.1157
2.7227,1.0884
2.7402,1.0903
2.7576,1.0818
2.7751,1.0697
2.7925,1.0795
2.81,1.0554
2.8274,1.0508
2.8449,1.0566
2.8623,1.0488
2.8798,1.0278
2.8972,1.0362
2.9147,1.0284
2.9322,1.0251
2.9496,1.0159
2.9671,1.0088
2.9845,1.0056
3.002,1.004
3.0194,1.0045
3.0369,0.99961
3.0543,1.0089
3.0718,1.0037
3.0892,1.0025
3.1067,0.99452
3.1241,1.0038
3.1416,0.98744
3.159,0.99694
3.1765,1.0036
3.194,1.0114
3.2114,1.0004
3.2289,1.0082
3.2463,1.0167
3.2638,1.0044
3.2812,1.0063
3.2987,1.024
3.3161,1.016
3.3336,1.0244
3.351,1.0239
3.3685,1.0301
3.3859,1.0339
3.4034,1.0375
3.4208,1.0263
3.4383,1.043
3.4558,1.0492
3.4732,1.0532
3.4907,1.0603
3.5081,1.0686
3.5256,1.0725
3.543,1.0866
3.5605,1.0907
3.5779,1.0996
3.5954,1.1044
3.6128,1.6575
3.6303,1.5977
3.6477,1.5734
3.6652,1.5381
3.6826,1.5146
3.7001,1.4851
3.7176,1.471
3.735,1.4556
3.7525,1.4369
3.7699,1.4234
3.7874,1.4114
3.8048,1.4008
3.8223,1.394
3.8397,1.3846
3.8572,1.3722
3.8746,1.382
3.8921,1.3705
3.9095,1.3714
3.927,1.3705
3.9444,1.3751
3.9619,1.3812
3.9794,1.3657
3.9968,1.3823
4.0143,1.3844
4.0317,1.3864
4.0492,1.3997
4.0666,1.4104
4.0841,1.4338
4.1015,1.4285
4.119,1.4606
4.1364,1.4685
4.1539,1.4925
4.1713,1.5092
4.1888,1.5328
4.2062,1.5727
4.2237,1.6108
4.2412,1.6577
4.2586,1.1114
4.2761,1.1083
4.2935,1.0936
4.311,1.093
4.3284,1.0793
4.3459,1.0699
4.3633,1.0557
4.3808,1.0691
4.3982,1.0551
4.4157,1.0436
4.4331,1.0413
4.4506,1.0337
4.468,1.0275
4.4855,1.0222
4.5029,1.0146
4.5204,1.0256
4.5379,1.0198
4.5553,1.0115
4.5728,1.0079
4.5902,1.0125
4.6077,0.99627
4.6251,0.98954
4.6426,0.99815
4.66,0.99656
4.6775,1.0076
