7,2
0,1.9061
0.069813,1.895
0.13963,1.919
0.20944,1.9293
0.27925,1.9826
0.34907,2.0186
0.41888,2.085
0.48869,2.1563
0.55851,2.2382
0.62832,2.3442
0.69813,2.4787
0.76794,2.6403
0.83776,2.8402
0.90757,3.0848
0.97738,3.4
1.0472,4.1243
1.117,4.3337
1.1868,3.6652
1.2566,3.5741
1.3265,3.5008
1.3963,3.4498
1.4661,6.1621
1.5359,6.2875
1.6057,6.4511
1.6755,6.9204
1.7453,6.9537
1.8151,8.247
1.885,8.4096
1.9548,8.6259
2.0246,5.7064
2.0944,5.762
2.1642,6.037
2.234,6.3751
2.3038,5.972
2.3736,5.5708
2.4435,5.4447
2.5133,1.7382
2.5831,1.7319
2.6529,7.9244
2.7227,7.6632
2.7925,7.4342
2.8623,7.2768
2.9322,7.1535
3.002,7.0736
3.0718,7.0144
3.1416,1.4009
3.2114,7.0159
3.2812,7.0723
3.351,7.1698
3.4208,5.4414
3.4907,4.3812
3.5605,4.3759
3.6303,3.1924
3.7001,2.8275
3.7699,2.5626
3.8397,2.3337
3.9095,2.1599
3.9794,2.0142
4.0492,1.9008
4.119,1.8131
4.1888,2.0004
4.2586,2.2293
4.3284,2.1575
4.3982,2.1001
4.468,2.0689
4.5379,2.0315
4.6077,2.0244
4.6775,2.0067
4.7473,1.9939
4.8171,2.0054
4.8869,2.026
4.9567,2.0593
5.0265,1.6181
5.0964,1.3384
5.1662,1.148
5.236,1.0402
5.3058,1.086
5.3756,1.138
5.4454,1.2118
5.5152,1.297
5.5851,1.4023
5.6549,1.5383
5.7247,1.6926
5.7945,2.3226
5.8643,2.4586
5.9341,2.0282
6.0039,1.9898
6.0737,1.9473
6.1436,1.9123
6.2134,1.9054
