5,5
0,3.8996
0.034907,3.9043
0.069813,5.0148
0.10472,5.0287
0.13963,2.8776
0.17453,2.5324
0.20944,2.555
0.24435,2.574
0.27925,2.6055
0.31416,2.6296
0.34907,2.654
0.38397,2.699
0.41888,2.7371
0.45379,2.7841
0.48869,2.8282
0.5236,5.7687
0.55851,4.8804
0.59341,4.7506
0.62832,4.6339
0.66323,4.5257
0.69813,4.4331
0.73304,4.3575
0.76794,4.276
0.80285,4.2054
0.83776,4.1391
0.87266,4.0935
0.90757,4.0348
0.94248,3.999
0.97738,3.9575
1.0123,3.929
1.0472,3.8994
1.0821,3.8732
1.117,3.8596
1.1519,4.034
1.1868,5.4056
1.2217,5.3254
1.2566,4.0668
1.2915,3.9697
1.3265,3.9281
1.3614,3.9186
1.3963,3.9648
1.4312,4.0741
1.4661,5.0261
1.501,5.0093
1.5359,5.0114
1.5708,4.9959
1.6057,5.0076
1.6406,5.0037
1.6755,5.0252
1.7104,5.0469
1.7453,2.8806
1.7802,2.4045
1.8151,2.0577
1.85,2.0784
1.885,2.1037
1.9199,2.1208
1.9548,2.1517
1.9897,2.1945
2.0246,2.2278
2.0595,2.2706
2.0944,2.306
2.1293,2.3481
2.1642,2.4112
2.1991,2.4704
2.234,2.897
2.2689,2.8435
2.3038,2.8075
2.3387,2.7937
2.3736,2.7881
2.4086,2.804
2.4435,2.8412
2.4784,2.8999
2.5133,2.4707
2.5482,2.4166
2.5831,2.3548
2.618,2.3076
2.6529,2.2668
2.6878,2.2256
2.7227,2.177
2.7576,2.1646
2.7925,2.1326
2.8274,2.1065
2.8623,2.0805
2.8972,2.0673
2.9322,2.3995
2.9671,2.8807
3.002,5.0517
3.0369,5.0301
3.0718,5.0086
3.1067,5.0029
3.1416,5.0006
3.1765,5.0025
3.2114,5.002
3.2463,5.0305
3.2812,5.0511
3.3161,5.0796
3.351,5.1092
3.3859,5.1569
3.4208,5.1996
3.4558,5.2524
3.4907,5.3162
3.5256,5.399
3.5605,5.47
3.5954,5.5592
3.6303,5.6669
3.6652,5.7674
3.7001,5.8946
3.735,6.0297
3.7699,6.1763
3.8048,6.3499
3.8397,6.5279
3.8746,6.732
3.9095,2.7369
3.9444,2.7392
3.9794,6.7326
4.0143,5.867
4.0492,5.7092
4.0841,5.5621
4.119,3.5101
4.1539,5.3081
4.1888,5.1904
4.2237,5.0875
4.2586,5.0086
4.2935,4.9236
4.3284,5.3397
4.3633,5.3263
4.3982,5.257
4.4331,5.2024
4.468,5.159
4.5029,4.6052
4.5379,4.5727
4.5728,4.5401
4.6077,4.524
4.6426,4.5083
4.6775,4.5048
4.7124,4.5038
4.7473,4.4961
4.7822,4.5096
4.8171,4.526
4.852,2.9788
4.8869,2.9457
4.9218,1.9836
4.9567,1.96
4.9916,1.9934
5.0265,5.2671
5.0615,5.3246
5.0964,5.3849
5.1313,5.4752
5.1662,5.5681
5.2011,5.3279
5.236,4.9953
5.2709,4.715
5.3058,4.706
5.3407,4.8273
5.3756,4.9488
5.4105,5.091
5.4454,5.8416
5.4803,5.7595
5.5152,5.7933
5.5501,5.2422
5.5851,5.0885
5.62,4.9523
5.6549,4.8254
5.6898,4.7069
5.7247,4.5966
5.7596,4.5046
5.7945,4.4102
5.8294,4.3433
5.8643,4.2662
5.8992,4.2151
5.9341,4.1482
5.969,4.0989
6.0039,4.0549
6.0388,4.0294
6.0737,3.9896
6.1087,3.9525
6.1436,3.9318
6.1785,3.9269
6.2134,3.9108
6.2483,3.9057
